Name,latitude,longitude,family,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,21B Exponence of Tense-Aspect-Mood Inflection,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,25B Zero Marking of A and P Arguments,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,34A Occurrence of Nominal Plurality,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,51A Position of Case Affixes,52A Comitatives and Instrumentals,54A Distributive Numerals,55A Numeral Classifiers,58A Obligatory Possessive Inflection,59A Possessive Classification,61A Adjectives without Nouns,63A Noun Phrase Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,72A Imperative-Hortative Systems,73A The Optative,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,79A Suppletion According to Tense and Aspect,NumBlanks
Lillooet,50.75,-122,Salishan,,,,,,,,,1 Productive full and partial reduplication,,,,"6 All nouns, always obligatory",,,,,,,,,,,,,,,2 Without marking,1 'And' different from 'with',,,,,,1 Second singular and second plural,,,,,,35
Limbu,27.16666667,87.75,Sino-Tibetan,,,,,,,,,,,,,,,,2 Two-way contrast,3 Different inflection,6 No gender distinctions,1 No politeness distinction,,2 No person marking,1 Case suffixes,2 Differentiation,,1 Absent,1 Exists,3 Three to five classes,,2 'And' identical to 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,1 Inflectional optative present,,2 Indirect only,,25
Lingala,2,18.5,Niger-Congo,,,,,,,,,,,,5 Five or more,,,,,,,,,,,,,,,,,,,,,,,2 Second singular,3 Both types of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,,,35
Lisu,26,98,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,2 'And' identical to 'with',,,,,,,,,,,,38
Lithuanian,55,24,Indo-European,,,,,,,,,,,,,"6 All nouns, always obligatory",,,2 Two-way contrast,1 Identical,,3 Multiple politeness distinctions,2 Differentiated,,1 Case suffixes,3 Mixed,5 Marked by preceding word,,,,,1 'And' different from 'with',,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,,1 Overlap for both possibility and necessity,2 Indirect only,,26
Liv,56.83333333,24,Uralic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lauje,-0.5,120,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lakkia,24.08333333,110.1666667,Tai-Kadai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lakhota,43.83333333,-101.8333333,Siouan,7 Isolating/concatenative,5 No case,1 monoexponential TAM,6 10-11 categories per word,1 Head marking,1 Head marking,1 Head-marking,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,,,3 No inclusive/exclusive,3 No inclusive/exclusive,3 Three-way contrast,1 Identical,6 No gender distinctions,1 No politeness distinction,2 Differentiated,3 Pronouns only,9 No case affixes or adpositional clitics,2 Differentiation,,1 Absent,2 Absent,2 Two classes,,1 'And' different from 'with',2 No grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,2 Tense-aspect suffixes,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,3 No overlap,2 Indirect only,4 None,4
Lamu-Lamu,-14.83333333,144.5,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lelemi,7.333333333,0.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,38
Loma,8,-9.5,Mande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lamba,-13,28,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lamang,11.25,13.58333333,Afro-Asiatic,,,,,,,,,,,,,"4 All nouns, always optional",,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,4 Mixed type,,,,,,,37
Lamaholot,-8.25,122.9166667,Austronesian,,,,,4 No marking,4 No marking,4 Zero-marking,1 Zero-marking,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,34
Limilngan,-12.5,131.9166667,Darwin Region,,,,,,,,,,,,,1 No nominal plural,,,,,,,,,1 Case suffixes,,,,,,,,,,,,4 Mixed type,,,,,,,37
Lamani,17,77,Indo-European,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Lampung,-5,105,Austronesian,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,37
Lamen,-16.58333333,168.1666667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Linda,6.5,20.75,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,2 'And' identical to 'with',,,,,3 Tense-aspect tone,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,,,,34
Lengua,-22.5,-59,Mascoian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,,,38
Linngithig,-12.5,142.83,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ladino,40,33,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,4 Neither type of system,,,,,38
Lamnso',6.166666667,10.75,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lonwolwol,-16.21666667,168,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lobi,10.5,-3.25,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Second person number-neutral,,,,,,39
Loko,9.333333333,-12.08333333,Mande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Loniu,-2.066666667,147.3333333,Austronesian,,,,,,,,,,,,,,,,2 Two-way contrast,,,,,,9 No case affixes or adpositional clitics,,,3 Obligatory,,,,2 'And' identical to 'with',,,,,5 No tense-aspect inflection,5 No second-person imperatives,,,,,,34
Lotha,26.5,94.25,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,,,,,,37
Lou,-2.383333333,147.3166667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,39
Loven,15,106.3333333,Austro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,3 Obligatory,,,5 Marked by preceding word,,,,,,,,,,,,,37
Lozi,-17.83333333,26,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,,,,37
Lardil,-16.5,139.3333333,Tangkic,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Larike,-3.75,127.9166667,Austronesian,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,3 Pronouns only,,,,3 Obligatory,,,,,,,,,,,,,,,,37
Lengua de Señas Argentina,-34,-63,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Língua de Sinais Brasileira,-15,-48,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lengua de Señas Española,40,-3,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Langue des Signes Française,47,3,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Langue des Signes Québecoise,48,-75,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lü,22,100.6666667,Tai-Kadai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lua,9.75,17.75,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lucazi,-14,20,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,2 Case prefixes,,,1 Absent,,,2 Without marking,,,,,,,,,,,,,37
Lun Dayeh,4,115.9166667,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,,2 Optional,,,,,,,,,,,,,,,,39
Lugbara,3.083333333,30.91666667,Central Sudanic,6 Ablaut/concatenative,4 Case + TAM,1 monoexponential TAM,,4 No marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,,,,,"5 All nouns, optional in inanimates",,,,,,,,,9 No case affixes or adpositional clitics,2 Differentiation,,1 Absent,2 Absent,2 Two classes,,,,,,,1 Tense-aspect prefixes,4 Second person number-neutral,1 Maximal system,,,,,24
Luiseño,33.33333333,-117.1666667,Uto-Aztecan,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,1 Absent,,,,,,,,,2 Tense-aspect suffixes,,,,,,,35
Lule,-28,-64,Lule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lummi,48.7,-122.6666667,Salishan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lungchang,27.5,96.41666667,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Luo,-0.5,34.75,Eastern Sudanic,,,,,,,,,2 Full reduplication only,,,,,,,3 Three-way contrast,2 Different stem,,,,,9 No case affixes or adpositional clitics,2 Differentiation,2 Marked by reduplication,1 Absent,,,,,,,,,1 Tense-aspect prefixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,,,29
Luri,33.5,48.5,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,2 Optional,,,,,,,,,,,,,,,,39
Lushootseed,48,-122,Salishan,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Luvale,-12,22,Niger-Congo,1 Exclusively concatenative,5 No case,1 monoexponential TAM,5 8-9 categories per word,1 Head marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,5 Five or more,"6 All nouns, always obligatory",3 No inclusive/exclusive,3 No inclusive/exclusive,,,"2 3rd person only, but also non-singular",2 Binary politeness distinction,2 Differentiated,2 No person marking,,,,,2 Absent,2 Two classes,,,2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,1 Tense-aspect prefixes,1 Second singular and second plural,1 Maximal system,2 Inflectional optative absent,,1 No grammatical evidentials,4 None,9
Luxemburgeois,49.83333333,6.166666667,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Luyia,0.416666667,34.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Lyele,12.5,-2.666666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Ma,3.5,28,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,39
Maasai,-3,36,Eastern Sudanic,5 Tonal/concatenative,1 Monoexponential case,5 TAM+polarity,4 6-7 categories per word,,,,,,,,,,,,,,,,,,3 Case tone,,,1 Absent,2 Absent,2 Two classes,,1 'And' different from 'with',,,,,4 Mixed type,,,,,,,30
Maba,13.75,20.83333333,Maban,,,,,,,,,,1 No case marking,3 Not syncretic,,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,6 No gender distinctions,,,3 Pronouns only,3 Case tone,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,1 No grammatical evidentials,,27
Macushi,4,-60,Cariban,,,,,,,,,,,,2 Two,"5 All nouns, optional in inanimates",,,2 Two-way contrast,1 Identical,6 No gender distinctions,,,3 Pronouns only,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,1 No grammatical evidentials,1 Tense,27
Ma'di,3.25,31.5,Central Sudanic,,,,,,,,,,,,,"3 Only human nouns, obligatory",,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,3 Tense-aspect tone,5 No second-person imperatives,,,,,,36
Mae,-16,167.25,Austronesian,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,38
Magar,28,83,Sino-Tibetan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Mari (Hill),57,58,Uralic,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,39
Maithili,26,86,Indo-European,,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,2 No grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,3 Other perfect,,4 Second person number-neutral,1 Maximal system,2 Inflectional optative absent,3 No overlap,,,27
Majang,6.75,35,Eastern Sudanic,,,,,,,,,1 Productive full and partial reduplication,,,,"6 All nouns, always obligatory",,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,,37
Makah,48.33333333,-124.6666667,Wakashan,,,,,,,,,,,,1 None,,3 No inclusive/exclusive,3 No inclusive/exclusive,2 Two-way contrast,1 Identical,6 No gender distinctions,1 No politeness distinction,,1 No adpositions,9 No case affixes or adpositional clitics,,,,,,,,1 Grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,3 Direct and indirect,4 None,21
Malagasy,-20,47,Austronesian,1 Exclusively concatenative,1 Monoexponential case,1 monoexponential TAM,3 4-5 categories per word,2 Dependent marking,5 Other,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,,5 Inclusive/exclusive,1 No person marking,5 Five (or more)-way contrast,1 Identical,6 No gender distinctions,1 No politeness distinction,1 Identical,3 Pronouns only,7 Prepositional clitics,,6 Marked by following word,1 Absent,2 Absent,1 No possessive classification,5 Marked by preceding word,1 'And' different from 'with',1 Grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,1 Tense-aspect prefixes,4 Second person number-neutral,1 Maximal system,2 Inflectional optative absent,3 No overlap,1 No grammatical evidentials,4 None,2
Mam,15,-91.83333333,Mayan,,,,,,,,,3 No productive reduplication,,,,"4 All nouns, always optional",,,1 No distance contrast,2 Different stem,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,1 Tense-aspect prefixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,,2 Indirect only,,30
Mano,7,-9,Mande,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,2 No grammatical marking,4 No past tense,2 No inflectional future,3 Other perfect,,1 Second singular and second plural,2 Minimal system,2 Inflectional optative absent,,,,32
Maori,-40,176,Austronesian,7 Isolating/concatenative,1 Monoexponential case,1 monoexponential TAM,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,1 No subject person/number marking,1 None,"6 All nouns, always obligatory",5 Inclusive/exclusive,1 No person marking,3 Three-way contrast,1 Identical,6 No gender distinctions,1 No politeness distinction,2 Differentiated,2 No person marking,9 No case affixes or adpositional clitics,2 Differentiation,3 Marked by prefix,,2 Absent,1 No possessive classification,,2 'And' identical to 'with',2 No grammatical marking,"1 Present, no remoteness distinctions",2 No inflectional future,3 Other perfect,5 No tense-aspect inflection,5 No second-person imperatives,1 Maximal system,2 Inflectional optative absent,3 No overlap,1 No grammatical evidentials,4 None,3
Mapudungun,-38,-72,Araucanian,1 Exclusively concatenative,5 No case,2 TAM+agreement,5 8-9 categories per word,3 Double marking,1 Head marking,5 Inconsistent or other,2 Non-zero marking,,1 No case marking,3 Not syncretic,1 None,1 No nominal plural,2 'We' the same as 'I',3 No inclusive/exclusive,3 Three-way contrast,2 Different stem,6 No gender distinctions,1 No politeness distinction,2 Differentiated,2 No person marking,1 Case suffixes,2 Differentiation,,1 Absent,2 Absent,1 No possessive classification,,1 'And' different from 'with',2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,2 Inflectional optative absent,2 Overlap for either possibility or necessity,1 No grammatical evidentials,4 None,3
Maricopa,33.16666667,-113.1666667,Hokan,1 Exclusively concatenative,1 Monoexponential case,1 monoexponential TAM,5 8-9 categories per word,3 Double marking,1 Head marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,4 No syncretism,3 Not syncretic,1 None,"2 Only human nouns, optional",2 'We' the same as 'I',2 'We' the same as 'I',5 Five (or more)-way contrast,1 Identical,6 No gender distinctions,1 No politeness distinction,1 Identical,1 No adpositions,6 Postpositional clitics,,4 Marked by suffix,1 Absent,2 Absent,3 Three to five classes,2 Without marking,,2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Neither type of system,1 Inflectional optative present,,3 Direct and indirect,4 None,3
Masa,10.5,15.5,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Tense-aspect tone,,,,,,,39
Maung,-11.91666667,133.5,Iwaidjan,1 Exclusively concatenative,5 No case,1 monoexponential TAM,3 4-5 categories per word,1 Head marking,4 No marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,5 Five or more,,5 Inclusive/exclusive,5 Inclusive/exclusive,3 Three-way contrast,1 Identical,"2 3rd person only, but also non-singular",1 No politeness distinction,2 Differentiated,2 No person marking,9 No case affixes or adpositional clitics,,,1 Absent,2 Absent,2 Two classes,2 Without marking,,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,,,,1 No grammatical evidentials,1 Tense,7
Maring,-5.5,144.6666667,Trans-New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Maninka (Western),13,-11,Mande,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,,,,,,,,,,,,,4 None,36
Maxakalí,-18,-40,Macro-Ge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Maybrat,-1.333333333,132.5,West Papuan,1 Exclusively concatenative,5 No case,6 no TAM,1 0-1 category per word,4 No marking,2 Dependent marking,5 Inconsistent or other,2 Non-zero marking,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,2 Two,1 No nominal plural,3 No inclusive/exclusive,3 No inclusive/exclusive,3 Three-way contrast,1 Identical,3 3rd person singular only,1 No politeness distinction,,4 Pronouns and nouns,2 Case prefixes,,1 No distributive numerals,2 Optional,2 Absent,2 Two classes,5 Marked by preceding word,,2 No grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,5 No tense-aspect inflection,5 No second-person imperatives,4 Neither type of system,2 Inflectional optative absent,,1 No grammatical evidentials,4 None,4
Mazahua,19.41666667,-99.91666667,Oto-Manguean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mba,1,25,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,38
Mbabaram,-17.16666667,145,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Second person number-neutral,,,,,,39
Mbere,-0.5,14,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mbugu,-4.333333333,38.16666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,2 Without marking,,,,,,,1 Second singular and second plural,,,,,,37
Mbili,6.116666667,10.2,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mbole,-0.666666667,24.66666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,39
Mbum,7.75,13.16666667,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,,39
Monumbo,-4.25,145,Monumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No second-person imperatives,,,,,,39
Mbara,11,15.41666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,39
Mangbetu,2.5,26.5,Central Sudanic,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,2 'And' identical to 'with',,,,,2 Tense-aspect suffixes,,,,,,,37
Manambu,-4.25,142.8333333,Sepik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mbay,8.25,17.5,Central Sudanic,,,,,,,,,,,,,,,,,,,,,3 Pronouns only,1 Case suffixes,,,,,,,,,,,,,4 Second person number-neutral,,,,,,37
Mbe',6.283333333,11.08333333,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Maca,-25,-57.5,Matacoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mochica,-7.5,-79.33333333,Chimúan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,4 Mixed type,,,,,,,38
Macedonian,41.66666667,21.75,Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Maximal system,,1 Overlap for both possibility and necessity,,1 Tense,35
Mískito Coast English Creole,16.25,-88.83333333,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Michif,52,-100.1666667,Algic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 'And' different from 'with',,,,,,,,,,,,39
Macaguán,6.5,-71.33333333,Guahiban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Machiguenga,-12,-72.66666667,Arawakan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,1 No grammatical evidentials,,38
Macuna,-0.333333333,-70.16666667,Tucanoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mixe (Coatlán),16.91666667,-95.66666667,Mixe-Zoque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Mauritian Creole,-20.33333333,57.5,other,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,2 No person marking,,,,,,,,,,,,,,,,,,,,38
Miwok (Central Sierra),38,-120.3333333,Penutian,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Mocoví,-28,-60.5,Guaicuruan,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,38
Mada (in Cameroon),10.83333333,14.16666667,Afro-Asiatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mudburra,-17.33333333,132.0833333,Pama-Nyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mende,7.833333333,-11.5,Mande,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,2 No person marking,9 No case affixes or adpositional clitics,,2 Marked by reduplication,1 Absent,,,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,3 Both types of system,,,,,32
Mundang,9.666666667,14.5,Niger-Congo,,,,,,,,,,,,,"6 All nouns, always obligatory",,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,5 No second-person imperatives,4 Neither type of system,,3 No overlap,,,35
Mandinka,13,-15.66666667,Mande,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,2 Absent,1 No possessive classification,,,,,,,,2 Second singular,1 Maximal system,2 Inflectional optative absent,,,,34
Matngele,-13.83333333,130.4166667,Eastern Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,39
Madimadi,-34.5,143.5,Pama-Nyungan,,,,,,,,,,,,,1 No nominal plural,,,,,,,,,1 Case suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Mandan,46.5,-102.5,Siouan,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,1 Absent,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,,2 Indirect only,,35
Mbodomo,4.5,15.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,39
Madurese,-7,113.5,Austronesian,,,,,,,,,1 Productive full and partial reduplication,,,,"4 All nouns, always optional",,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Manadonese,1.5,124.8333333,Austronesian,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,,39
Mündü,4.5,30,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mbosi,-1.25,15.5,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Mada (in Nigeria),8.75,8.25,Niger-Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Meyah,-1.166666667,133.5,East Bird's Head,,,,,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,4 Mixed type,,,,,,,38
Melayu Betawi,-6.5,107,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Me'en,5,37,Eastern Sudanic,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,1 Absent,,,,,,,,,2 Tense-aspect suffixes,,,,,,,37
Mehri,17,51.5,Afro-Asiatic,,,,,,,,,,,,,"5 All nouns, optional in inanimates",,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,,,3 No overlap,,,35
